0,149999
1,149998
2,149997
3,149996
4,149995
5,149994
6,149993
7,149992
8,149991
9,149990
10,149989
11,149988
12,149987
13,149986
14,149985
15,149984
16,149983
17,149982
18,149981
19,149980
20,149979
21,149978
22,149977
23,149976
24,149975
25,149974
26,149973
27,149972
28,149971
29,149970
30,149969
31,149968
32,149967
33,149966
34,149965
35,149964
36,149963
37,149962
38,149961
39,149960
40,149959
41,149958
42,149957
43,149956
44,149955
45,149954
46,149953
47,149952
48,149951
49,149950
50,149949
51,149948
52,149947
53,149946
54,149945
55,149944
56,149943
57,149942
58,149941
59,149940
60,149939
61,149938
62,149937
63,149936
64,149935
65,149934
66,149933
67,149932
68,149931
69,149930
70,149929
71,149928
72,149927
73,149926
74,149925
75,149924
76,149923
77,149922
78,149921
79,149920
80,149919
81,149918
82,149917
83,149916
84,149915
85,149914
86,149913
87,149912
88,149911
89,149910
90,149909
91,149908
92,149907
93,149906
94,149905
95,149904
96,149903
97,149902
98,149901
99,149900
100,149899
101,149898
102,149897
103,149896
104,149895
105,149894
106,149893
107,149892
108,149891
109,149890
110,149889
111,149888
112,149887
113,149886
114,149885
115,149884
116,149883
117,149882
118,149881
119,149880
120,149879
121,149878
122,149877
123,149876
124,149875
125,149874
126,149873
127,149872
128,149871
129,149870
130,149869
131,149868
132,149867
133,149866
134,149865
135,149864
136,149863
137,149862
138,149861
139,149860
140,149859
141,149858
142,149857
143,149856
144,149855
145,149854
146,149853
147,149852
148,149851
149,149850
150,149849
151,149848
152,149847
153,149846
154,149845
155,149844
156,149843
157,149842
158,149841
159,149840
160,149839
161,149838
162,149837
163,149836
164,149835
165,149834
166,149833
167,149832
168,149831
169,149830
170,149829
171,149828
172,149827
173,149826
174,149825
175,149824
176,149823
177,149822
178,149821
179,149820
180,149819
181,149818
182,149817
183,149816
184,149815
185,149814
186,149813
187,149812
188,149811
189,149810
190,149809
191,149808
192,149807
193,149806
194,149805
195,149804
196,149803
197,149802
198,149801
199,149800
200,149799
201,149798
202,149797
203,149796
204,149795
205,149794
206,149793
207,149792
208,149791
209,149790
210,149789
211,149788
212,149787
213,149786
214,149785
215,149784
216,149783
217,149782
218,149781
219,149780
220,149779
221,149778
222,149777
223,149776
224,149775
225,149774
226,149773
227,149772
228,149771
229,149770
230,149769
231,149768
232,149767
233,149766
234,149765
235,149764
236,149763
237,149762
238,149761
239,149760
240,149759
241,149758
242,149757
243,149756
244,149755
245,149754
246,149753
247,149752
248,149751
249,149750
250,149749
251,149748
252,149747
253,149746
254,149745
255,149744
256,149743
257,149742
258,149741
259,149740
260,149739
261,149738
262,149737
263,149736
264,149735
265,149734
266,149733
267,149732
268,149731
269,149730
270,149729
271,149728
272,149727
273,149726
274,149725
275,149724
276,149723
277,149722
278,149721
279,149720
280,149719
281,149718
282,149717
283,149716
284,149715
285,149714
286,149713
287,149712
288,149711
289,149710
290,149709
291,149708
292,149707
293,149706
294,149705
295,149704
296,149703
297,149702
298,149701
299,149700
300,149699
301,149698
302,149697
303,149696
304,149695
305,149694
306,149693
307,149692
308,149691
309,149690
310,149689
311,149688
312,149687
313,149686
314,149685
315,149684
316,149683
317,149682
318,149681
319,149680
320,149679
321,149678
322,149677
323,149676
324,149675
325,149674
326,149673
327,149672
328,149671
329,149670
330,149669
331,149668
332,149667
333,149666
334,149665
335,149664
336,149663
337,149662
338,149661
339,149660
340,149659
341,149658
342,149657
343,149656
344,149655
345,149654
346,149653
347,149652
348,149651
349,149650
350,149649
351,149648
352,149647
353,149646
354,149645
355,149644
356,149643
357,149642
358,149641
359,149640
360,149639
361,149638
362,149637
363,149636
364,149635
365,149634
366,149633
367,149632
368,149631
369,149630
370,149629
371,149628
372,149627
373,149626
374,149625
375,149624
376,149623
377,149622
378,149621
379,149620
380,149619
381,149618
382,149617
383,149616
384,149615
385,149614
386,149613
387,149612
388,149611
389,149610
390,149609
391,149608
392,149607
393,149606
394,149605
395,149604
396,149603
397,149602
398,149601
399,149600
400,149599
401,149598
402,149597
403,149596
404,149595
405,149594
406,149593
407,149592
408,149591
409,149590
410,149589
411,149588
412,149587
413,149586
414,149585
415,149584
416,149583
417,149582
418,149581
419,149580
420,149579
421,149578
422,149577
423,149576
424,149575
425,149574
426,149573
427,149572
428,149571
429,149570
430,149569
431,149568
432,149567
433,149566
434,149565
435,149564
436,149563
437,149562
438,149561
439,149560
440,149559
441,149558
442,149557
443,149556
444,149555
445,149554
446,149553
447,149552
448,149551
449,149550
450,149549
451,149548
452,149547
453,149546
454,149545
455,149544
456,149543
457,149542
458,149541
459,149540
460,149539
461,149538
462,149537
463,149536
464,149535
465,149534
466,149533
467,149532
468,149531
469,149530
470,149529
471,149528
472,149527
473,149526
474,149525
475,149524
476,149523
477,149522
478,149521
479,149520
480,149519
481,149518
482,149517
483,149516
484,149515
485,149514
486,149513
487,149512
488,149511
489,149510
490,149509
491,149508
492,149507
493,149506
494,149505
495,149504
496,149503
497,149502
498,149501
499,149500
500,149499
501,149498
502,149497
503,149496
504,149495
505,149494
506,149493
507,149492
508,149491
509,149490
510,149489
511,149488
512,149487
513,149486
514,149485
515,149484
516,149483
517,149482
518,149481
519,149480
520,149479
521,149478
522,149477
523,149476
524,149475
525,149474
526,149473
527,149472
528,149471
529,149470
530,149469
531,149468
532,149467
533,149466
534,149465
535,149464
536,149463
537,149462
538,149461
539,149460
540,149459
541,149458
542,149457
543,149456
544,149455
545,149454
546,149453
547,149452
548,149451
549,149450
550,149449
551,149448
552,149447
553,149446
554,149445
555,149444
556,149443
557,149442
558,149441
559,149440
560,149439
561,149438
562,149437
563,149436
564,149435
565,149434
566,149433
567,149432
568,149431
569,149430
570,149429
571,149428
572,149427
573,149426
574,149425
575,149424
576,149423
577,149422
578,149421
579,149420
580,149419
581,149418
582,149417
583,149416
584,149415
585,149414
586,149413
587,149412
588,149411
589,149410
590,149409
591,149408
592,149407
593,149406
594,149405
595,149404
596,149403
597,149402
598,149401
599,149400
600,149399
601,149398
602,149397
603,149396
604,149395
605,149394
606,149393
607,149392
608,149391
609,149390
610,149389
611,149388
612,149387
613,149386
614,149385
615,149384
616,149383
617,149382
618,149381
619,149380
620,149379
621,149378
622,149377
623,149376
624,149375
625,149374
626,149373
627,149372
628,149371
629,149370
630,149369
631,149368
632,149367
633,149366
634,149365
635,149364
636,149363
637,149362
638,149361
639,149360
640,149359
641,149358
642,149357
643,149356
644,149355
645,149354
646,149353
647,149352
648,149351
649,149350
650,149349
651,149348
652,149347
653,149346
654,149345
655,149344
656,149343
657,149342
658,149341
659,149340
660,149339
661,149338
662,149337
663,149336
664,149335
665,149334
666,149333
667,149332
668,149331
669,149330
670,149329
671,149328
672,149327
673,149326
674,149325
675,149324
676,149323
677,149322
678,149321
